Sigla da IES,Nome da IES,Código do Curso,Nome do Curso,Grau,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF
UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,13585,ENGENHARIA ELETRÔNICA,Bacharelado,40,3630,Semestral,10,1153,ROBERTO RAULINO - ALTOS,Av. Prof. Moraes Rego,1.235,,Cidade Universitária,2611606,Recife,PE
UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,13608,PSICOLOGIA,Bacharelado,80,4080,Semestral,8,1153,CAMPUS DA SAÚDE,Av. Prof. Moraes Rego,1.235,,Cidade Universitária,2611606,Recife,PE
CEFET/MG,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,1304846,ENGENHARIA CIVIL,Bacharelado,80,3635,Semestral,,1070054,Campus Dep. Jesualdo Cavalcanti,Avenida dos Imigrantes,1000,- de 884 a 1290 - lado par,Vargem,3170701,Varginha,MG
UFMS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,1278592,ARQUITETURA E URBANISMO,Bacharelado,50,3944,Semestral,5,35289,Instituto de Ciências Humanas e Sociais - ICHS,Rodovia MS 141,KM 04,,Zona Rural - saída para ivinhema,5005707,Naviraí,MS
UFF,UNIVERSIDADE FEDERAL FLUMINENSE,1107861,CIÊNCIAS CONTÁBEIS,Bacharelado,120,3000,Semestral,,1050521,Campus de Bragança,Rua Desembargador Ellis Hermydio Figueira,783,Bloco A,Aterrado,3306305,Volta Redonda,RJ
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,63298,CIÊNCIAS CONTÁBEIS,Bacharelado,50,3000,Semestral,,26622,Santa Luzia Centro de Ensino Professor Luís Neto dos Reis Lima,RUA A,,,,,,
UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,117110,TURISMO,Bacharelado,40,2960,Semestral,8,670,Campus Universitário de Nova Xavantina,BR 110,,,,,,
FA,FACULDADE DE ANICUNS,28537,PEDAGOGIA,Licenciatura,60,3210,Semestral,,658072,CAMPUS  - BOA VISTA - CANARINHO,Avenida Bandeirantes,1140,,Setor Roosevelt,5201306,Anicuns,GO
IFTO,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Viana,,,,,,,
UNEMAT,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,1405629,SISTEMAS DE INFORMAÇÃO,Bacharelado,100,3150,Semestral,,392,Fatec Ferraz de Vasconcelos,Rua Luiz Aldori Neves Fernandes,157,,Centro,5103205,Colíder,MT
UNEB,UNIVERSIDADE DO ESTADO DA BAHIA,123823,TURISMO,Bacharelado,100,3000,Semestral,,1051279,CAMPUS DE FRANCISCO BELTRÃO,Avenida David Jonas Fadini,300,,Stela Reis,2910727,Eunápolis,BA
FATEC SEBRAE,Faculdade de Tecnologia Sebrae,1322605,MARKETING,Tecnológico,140,2800,Semestral,,1072381,Campus Pontal,Alameda Nothmann,598,- até 731/732,Campos Elíseos,3550308,São Paulo,SP
UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,12951,DIREITO,Bacharelado,400,3705,Semestral,,34821,Faculdade de Zootecnia e Engenharia de Alimentos - FZEA,Avenida João Pinheiro,100,,Centro,3106200,Belo Horizonte,MG
IFPE,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Faculdade de Ciências Médicas - FCM/UNICAMP,,,,,,,
UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,11302,FÍSICA,Licenciatura,178,2715,Semestral,,657964,Campus São Borja,Rua São Francisco Xavier,524,CAMPUS UERJ,MARACANÃ,3304557,Rio de Janeiro,RJ
UFF,UNIVERSIDADE FEDERAL FLUMINENSE,123729,CIÊNCIAS SOCIAIS,Licenciatura,70,2830,Semestral,,102415,Curso Graduação de Enfermagem,Rua José do Patrocínio,71,,Centro,3301009,Campos dos Goytacazes,RJ
FATECIPI,Faculdade de Tecnologia do Ipiranga,1172101,EVENTOS,Tecnológico,80,2800,Semestral,,153065,Campus JK,Rua Frei João,59,,Vila Nair,3550308,São Paulo,SP
UFS,UNIVERSIDADE FEDERAL DE SERGIPE,95055,MATEMÁTICA,Licenciatura,50,3015,Semestral,,5812,INSTITUTO DE CIENCIAS DA SAUDE - ICS,Avenida Vereador Olímpio Grande,s/n,,Centro,2802908,Itabaiana,SE
UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,96429,DESIGN VISUAL,Bacharelado,40,3810,Semestral,9,33102,Instituto de Ciências Sociais e Aplicadas - ICSA,av. Sarmento Leite,320,Prédio 12103,Centro,4314902,Porto Alegre,RS
IFMG,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS  - JOSÉ DE FREITAS - CENTRO,,,,,,,
UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,13444,ENGENHARIA DE MINAS,Bacharelado,40,3960,Semestral,10,1005290,Núcleo Avançado de Educação Superior de Macau,Universidade Federal de Campina Grande,882,Rua Aprígio Veloso,Universitário,2504009,Campina Grande,PB
UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,1188497,ENGENHARIA NAVAL,Bacharelado,20,4005,Semestral,10,1153,CAMPUS  - ALTEROSA - CRUZEIRO,Av. Prof. Moraes Rego,1.235,,Cidade Universitária,2611606,Recife,PE
UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,18419,INFORMÁTICA,Bacharelado,120,3105,Semestral,,657964,Campus Chapecó,Rua São Francisco Xavier,524,CAMPUS UERJ,MARACANÃ,3304557,Rio de Janeiro,RJ
IFNMG,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS UNIVERSITÁRIO DE PALMAS,,,,,,,
UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,27636,LETRAS - HEBRAICO,Licenciatura,0,3210,Semestral,,657964,Centro de Estudos Superiores de São Gabriel da Cachoeira,Rua São Francisco Xavier,524,CAMPUS UERJ,MARACANÃ,3304557,Rio de Janeiro,RJ
IFAC,Instituto Federal de Educação,,,,,,,,,Núcleo de Ensino Superior de São Paulo de Olivença,,,,,,,
UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,639,IMAGEM E SOM,Bacharelado,44,2760,Semestral,8,1006610,Faculdade de Arquitetura e Urbanismo - FAU,Via Washington  Luis,Km 235,S/Nº,Monjolinho,3548906,São Carlos,SP
APM,ACADEMIA DE POLÍCIA MILITAR DE MINAS GERAIS,1551877,SEGURANÇA PÚBLICA,Tecnológico,440,1602,Anual,3,1117867,Camaragibe,Rua Diabase,320,,Prado,3106200,Belo Horizonte,MG
UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,1330027,RELAÇÕES INTERNACIONAIS,Bacharelado,40,3170,Semestral,,657964,Núcleo Universitário de Jordão,Rua São Francisco Xavier,524,CAMPUS UERJ,MARACANÃ,3304557,Rio de Janeiro,RJ
UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,1119202,SERVIÇO SOCIAL,Bacharelado,30,3150,Semestral,,33861,PÓLO ARAPIRACA,av. Ramiro Barcelos,2600,Prédio 21107,Santana,4314902,Porto Alegre,RS
IFTO,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus XVI - Município de Barcarena,,,,,,,
UNEAL,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,103381,MATEMÁTICA,Licenciatura,40,3300,Semestral,,1045606,CAMPUS FEDERAÇÃO/ONDINA - Faculdade de Arquitetura,Rua Governador Luiz Cavalcante,s/n,,Alto do Cruzeiro,2700300,Arapiraca,AL
UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,63366,AGROINDÚSTRIA,Tecnológico,40,2370,Semestral,,1753,Câmpus de Araraquara / Instituto de Química,Rodovia PA 125,s/n,,Angelim,1505502,Paragominas,PA
UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,1365460,CIÊNCIAS BIOLÓGICAS,Bacharelado,40,3255,Semestral,8,1046637,Campus Universitário de Cáceres,RUA JOÃO FERREIRA DOS SANTOS,S/N,CAMPUS UNIVERSITÁRIO,CAMPESTRE,2210607,São Raimundo Nonato,PI
UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,303574,CIÊNCIAS BIOLÓGICAS,Bacharelado,50,3440,Semestral,,670,CANTO DO BURITI,BR 110,,,,,,
UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,100832,ADMINISTRAÇÃO,Bacharelado,30,3000,Semestral,,1040099,CAMPUS XXIV - BARRA - PARFOR,Rua da Glória,187,Campus I,Centro,3121605,Diamantina,MG
UNIFAP,UNIVERSIDADE FEDERAL DO AMAPÁ,44951,CIÊNCIAS BIOLÓGICAS,Bacharelado,25,3535,Semestral,8,1006640,Unidade de Guaíba,Rodovia Juscelino Kubitschek,S/N,KM 2,Zerão,1600303,Macapá,AP
UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,1145009,LETRAS,Licenciatura,50,3135,Semestral,4,152881,Campus Erechim,Fazenda Escola José Reinaldo Tavares,ma014,,Povoado Alegre,2110500,São Bento,MA
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1149302,MATEMÁTICA,Licenciatura,52,3170,Semestral,,2236,CÂMPUS GOIANÉSIA,R. Mário Andreaza,S/N,E.E.Irmã Bruna,São Francisco,1302306,Jutaí,AM
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1150663,TEATRO,Bacharelado,50,2400,Semestral,,697108,Campus XI - São Miguel do Guamá,Avenida Leonardo Malcher,1728,Edifício Samuel Benchimol,Centro,1302603,Manaus,AM
FATEC-BS,FACULDADE DE TECNOLOGIA RUBENS LARA,2384,PROCESSAMENTO DE DADOS,Tecnológico,80,2610,Semestral,,1051554,CAMPUS PROFESSORA CINOBELINA ELVAS,Avenida Bartolomeu de Gusmão 110 Fatec - Faculdade de Tecnólogia da Baixada Santista,110,,Aparecida,3548500,Santos,SP
IFPA,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus II - CCBS,,,,,,,
IFPA,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,FACULDADE DE TECNOLOGIA DE TAQUARITINGA,,,,,,,
UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,300684,CIÊNCIAS BIOLÓGICAS,Bacharelado,50,3240,Semestral,8,1005394,Faculdade de Farmácia,Av. P.H. Rolfs,s/n,Campus Universitário,Campus Universitário,3171303,Viçosa,MG
UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,2723,ENGENHARIA QUÍMICA,Bacharelado,40,3855,Semestral,,1052256,Escola de Artes,Avenida Albert Einstein,500,,Cidade Universitária,3509502,Campinas,SP
IFFarroupilha,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS UNIVERSITÁRIO DE ALTO ARAGUAIA,,,,,,,
EsSLog,Escola de Sargentos de Logística,1575242,LOGÍSTICA,Tecnológico,81,3910,Anual,2,1090399,Centro de Ciências,Rua João Vicente,2179,- de 2150/2151 ao fim,Deodoro,3304557,Rio de Janeiro,RJ
IFSP,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Predio Darcy Ribeiro,,,,,,,
UECE,UNIVERSIDADE ESTADUAL DO CEARÁ,34669,LETRAS - INGLÊS,Licenciatura,80,3264,Anual,,200,Icó,AV. DOM AURELIANO MATOS,2058,,CENTRO,2307601,Limoeiro do Norte,CE
UFMS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,1111968,ELETROTÉCNICA INDUSTRIAL,Tecnológico,50,2618,Semestral,,638,Campus Itajubá,Av. Costa e Silva,s/n,,Cidade Universitária,5002704,Campo Grande,MS
UFAC,UNIVERSIDADE FEDERAL DO ACRE,106456,PEDAGOGIA,Licenciatura,50,3255,Semestral,10,1489,NÚCLEO PEDAGÓGICO DE JUÍNA,Rua Benjamin Constant,s/n,,Centro,1200104,Brasiléia,AC
UEAP,UNIVERSIDADE DO ESTADO DO AMAPÁ,1151138,CIÊNCIAS AGRÁRIAS,Licenciatura,40,3340,Semestral,8,154311,Campus Universitário de Iturama,Rodovia Macapá-Cutias,,,,,,
UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,1113663,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,44,3750,Semestral,10,1069826,Campus Santana do Livramento,Rua Benjamin Constant,989,Unidade Dispersa - COTADA,Centro,4314407,Pelotas,RS
UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,383,ENGENHARIA CIVIL,Bacharelado,56,4050,Semestral,10,1036292,CÂMPUS MEDIANEIRA,Av. Rodrigo Otávio,6200,Campus Universitário,Coroado II,1302603,Manaus,AM
IFPI,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus de Ciências da Saúde de Lagarto,,,,,,,
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,18909,PEDAGOGIA,Licenciatura,50,2415,Semestral,,274,Campus XXIV - Xique-Xique,RUA ITAIPU,36,VILA PERMANENTE,VILA PERMANENTE,1508100,Tucuruí,PA
UFDPAR,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,102576,MATEMÁTICA,Licenciatura,100,2910,Semestral,8,1112700,CÂMPUS ANÁPOLIS DE CIÊNCIAS EXATAS E TECNOLÓGICAS,Avenida São Sebastião,2.819,- até 2819 - lado ímpar,Nossa Senhora de Fátima,2207702,Parnaíba,PI
UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,1572864,REDES DE COMPUTADORES,Tecnológico,35,2160,Semestral,6,4205,Campus III - Centro de Ciências Humanas,PRAÇA  SÃO JOSÉ,S/N,,Centro,2112209,Timon,MA
IFG,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Unidade de Tapes,,,,,,,
IESP,Instituto de Ensino de Segurança do Pará,1576648,SEGURANÇA CONTRA INCÊNDIO EMERGÊNCIAS,Bacharelado,30,4600,Anual,3,1122650,Campus Litoral Norte,Rod. BR-316 s/nº. Km 13,,Passarela de Marituba,Centro,1504422,Marituba,PA
UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,14372,DANÇA,Bacharelado,80,3325,Semestral,,657978,Escola de Enfermagem de Ribeirão Preto - EERP,Avenida Brigadeiro Trompowsky,s/n,Cidade Universitária,Ilha do Fundão,3304557,Rio de Janeiro,RJ
UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,23734,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,Bacharelado,32,3290,Semestral,,1006314,Campus Glória,Avenida dos Portugueses,1966,,Vila Bacanga,2111300,São Luís,MA
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,11993,ECONOMIA,Bacharelado,100,3200,Semestral,,1005925,Instituto Municipal de Ensino Superior de Catanduva,RUA AUGUSTO CORREA,1,CIDADE UNIVERSITARIA JOSÉ DA SILVEIRA NETTO,GUAMÁ,1501402,Belém,PA
UDESC,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,2540,HISTÓRIA,Licenciatura,60,3402,Anual,,1069577,Campus Laranjeiras do Sul,Avenida Madre Benvenuta,2007,,Itacorubi,4205407,Florianópolis,SC
UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,1483516,CIÊNCIAS BIOLÓGICAS,Licenciatura,35,3375,Semestral,8,1104298,CURIMATÁ,Rua Rui Barbosa,s/n,,Centro,2110203,Santa Rita,MA
ISEMB,INSTITUTO SUPERIOR DE EDUCAÇÃO DE MATIAS BARBOSA,120306,PEDAGOGIA,Licenciatura,50,2920,Semestral,,659803,Centro Tecnologico,Rua Tiradentes,106,Escola Municipal Lucy de Castro Cabral,Centro,3140803,Matias Barbosa,MG
UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,35902,PEDAGOGIA,Licenciatura,46,2640,Semestral,,621,CAMPUS VII - CODÓ,BR 405 - Km 3,s/n,,Arizona,2409407,Pau dos Ferros,RN
IFPI,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Instituto Trës Rios,,,,,,,
UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,1212492,CIêNCIAS - FíSICA,Licenciatura,15,3375,Semestral,,1061531,UNEAD,Travessa da Bandeira,s/n,,Centro,2109809,Santa Helena,MA
IFMT,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS DE SÃO GONÇALO,,,,,,,
IFAM,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS CANELA - Unidades da Av. Reitor Miguel Calmon,,,,,,,
USP,UNIVERSIDADE DE SÃO PAULO,27961,PSICOLOGIA - FORMAÇÃO DE PSICÓLOGO,Bacharelado,40,4470,Semestral,10,1079796,LARGO SÃO FRANCISCO,Av. Bandeirantes,3.900,Faculdade de Filosofia Ciências e Letras de Ribeirão Preto - FFCLRP,Vila Monte Alegre,3543402,Ribeirão Preto,SP
UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,1270499,ENGENHARIA DE ALIMENTOS,Bacharelado,50,3960,Anual,5,1062945,CAMPUS UNIVERSITÁRIO DE CASTANHAL,Rodovia Lauri Simões de Barros,,,,,,
UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,61778,CIÊNCIAS NATURAIS,Licenciatura,80,3720,Anual,,1759,CAMPUS DE JANUÁRIA,Avenida Bom Jesus,S/N,,Mutirão,1500602,Altamira,PA
USP,UNIVERSIDADE DE SÃO PAULO,5000828,ENGENHARIA ELÉTRICA - ÊNFASE EM ENERGIA E AUTOMAÇÃO ELÉTRICAS,Bacharelado,42,4200,Semestral,10,1075920,Unidade - Tefé - Jerusalém,Avenida Professor Luciano Gualberto,380,Travessa 03 (Escola Politécnica),Butantã,3550308,São Paulo,SP
UEMG,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,50902,ADMINISTRAÇÃO,Bacharelado,50,3200,Semestral,,1044884,Centro Educacional da UFTM (CE),Rodovia MG 260 - Km 33,S/N,,Anel Rodoviário,3116605,Cláudio,MG
UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,60755,MÚSICA,Bacharelado,0,2640,Semestral,8,702307,CAMPUS  - SÃO JOSÉ DOS CAMPOS - VILA DAS ACÁCIAS,Rua Elis Regina,50,,Cidade Universitária,3509502,Campinas,SP
UNIFAP,UNIVERSIDADE FEDERAL DO AMAPÁ,70484,PEDAGOGIA,Licenciatura,0,2810,Semestral,,704677,Campus Cidao,Rua Joaquim Caetano da Silva,S/N,,Centro,1600501,Oiapoque,AP
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,416802,EDUCAÇÃO FÍSICA,Bacharelado,52,3365,Semestral,,2045,CÂMPUS MORRINHOS,Avenida Getulio Vargas,S/N,,São José,1301407,Eirunepé,AM
UFAC,UNIVERSIDADE FEDERAL DO ACRE,106326,CIÊNCIAS ECONÔMICAS,Bacharelado,45,3060,Semestral,,1575,CAMPUS CIDADE,Av. Castelo Branco,2270,Escola,Centro,1200450,Senador Guiomard,AC
IFMA,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Instituto de Artes e Comunicação Social,,,,,,,
UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,100822,CIÊNCIAS ECONÔMICAS,Bacharelado,60,3000,Semestral,,1046401,CAMPUS UNIVERSITÁRIO DE JUARA,Rua do Cruzeiro,1,,Jardim São paulo,3168606,Teófilo Otoni,MG
UEMG,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,105352,PEDAGOGIA,Licenciatura,60,3142,Semestral,,704809,Campus XV - Valença,Rua Geraldo Moisés da Silva,s/n,,Campus Universitario,3134202,Ituiutaba,MG
UECE,UNIVERSIDADE ESTADUAL DO CEARÁ,2209,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,80,3264,Semestral,9,657688,CÂMPUS CAMPOS BELOS,Av. Dr. Silas Munguba,1700,Campus Universitário,Serrinha,2304400,Fortaleza,CE
UNEB,UNIVERSIDADE DO ESTADO DA BAHIA,25148,PEDAGOGIA,Licenciatura,40,3020,Semestral,,1560,CAMPUS FEDERAÇÃO/ONDINA - Unidades da Rua Barão de Geremoabo,Loteamento Flamengo,,,,,,
UNIMONTES,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,92591,LETRAS - PORTUGUÊS,Licenciatura,35,3600,Semestral,,2420,CAMPUNS II,Avenida JK,725,,Santa Tereza,3124302,Espinosa,MG
UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,107491,LETRAS - ESPANHOL,Licenciatura,20,3410,Semestral,,1900,Faculdade de Biblioteconomia e Comunicação - Campus Saúde,Rua Joaquim T. de Moura,217,,Centro,2401008,Apodi,RN
UNIMONTES,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,110876,PEDAGOGIA,Licenciatura,35,3812,Semestral,,2420,Campus XIX - Cametá,Avenida JK,725,,Santa Tereza,3124302,Espinosa,MG
UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1114224,LETRAS - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA,Licenciatura,200,3660,Semestral,8,657978,CÂMPUS  PONTA GROSSA,Avenida Brigadeiro Trompowsky,s/n,Cidade Universitária,Ilha do Fundão,3304557,Rio de Janeiro,RJ
UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,118444,ENGENHARIA AMBIENTAL E SANITÁRIA,Bacharelado,44,4103,Semestral,10,1069826,Centro de Ciências Biológicas e Sociais Aplicadas - Campus V,Rua Benjamin Constant,989,Unidade Dispersa - COTADA,Centro,4314407,Pelotas,RS
UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,122964,GESTÃO DE COMÉRCIO INTERNACIONAL,Bacharelado,60,3030,Semestral,,1052272,CAMPUS  - ITAMONTE - CENTRO,Rua Pedro Zaccaria,1300,,Jardim Paulista,3526902,Limeira,SP
UFCAT,UNIVERSIDADE FEDERAL DE CATALÃO,107905,ENGENHARIA DE MINAS,Bacharelado,50,4528,Semestral,10,1112697,Faculdade de Medicina Veterinária e Zootecnia - FMVZ,Avenida Doutor Lamartine Pinto de Avelar,1120,,Loteamento Vila Chaud,5205109,Catalão,GO
FATEC-ZL,FACULDADE DE TECNOLOGIA ZONA LESTE,1292872,GESTÃO EMPRESARIAL,Tecnológico,80,2800,Semestral,,1051626,Campus de Rio Claro / Instituto de Geociências e Ciências Exatas,Avenida Esperantina,2983,,Parque das Paineiras,3550308,São Paulo,SP
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1149266,MATEMÁTICA,Licenciatura,52,3170,Semestral,,2218,Unesp - Campus Assis,Av. Getúlio Vargas,508,,Centro,1301308,Codajás,AM
UNB,UNIVERSIDADE DE BRASÍLIA,146,BIBLIOTECONOMIA,Bacharelado,80,2700,Semestral,8,4229,Centro de Artes - CEART Campus I,Campus Universitário Darcy Ribeiro,s/n,,Asa Norte,5300108,Brasília,DF
UESB,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,150043,CIÊNCIAS BIOLÓGICAS - PROGRAMA DE FORMAÇÃO INICIAL DE PROFESSORES - PARA ATUAÇÃO NO ENSINO FUNDAMENTAL E MÉDIO,Licenciatura,100,2885,Semestral,,658033,Seabra,Estrada do Bem Querer - KM 04,S/N,,Zona Rural,2933307,Vitória da Conquista,BA
UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,118420,SISTEMA DE INFORMAÇÃO,Bacharelado,80,3090,Semestral,,106230,CAMPUS - MINAS NOVAS - SANTA RITA,Rua Dom Manoel de Medeiros,s/n,,Dois Irmãos,2611606,Recife,PE
UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,114556,MATEMÁTICA,Licenciatura,60,3238,Semestral,,1059878,Núcleo de Ensino Superior da UEA em Benjamin Constant,Avenida Doutor Randolfo Borges Júnior,1400,,Univerdecidade,3170107,Uberaba,MG
UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,12831,EDUCAÇÃO ARTÍSTICA,Licenciatura,0,2565,Semestral,,1072,EEEM MARCILIO DIAS,Av. Fernando Ferrari,,,,,,
UEM,UNIVERSIDADE ESTADUAL DE MARINGÁ,303408,CIÊNCIAS BIOLÓGICAS,Bacharelado,40,3855,Anual,4,657707,Campus Alegrete,Avenida Colombo,5790,Campus Universitário,Zona 7,4115200,Maringá,PR
UFPB,UNIVERSIDADE FEDERAL DA PARAÍBA,13413,PSICOLOGIA,Bacharelado,110,4005,Semestral,10,1001624,Jacundá,Cidade Universitária,s/n,Campus I,Castelo Branco,2507507,João Pessoa,PB
UEPG,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,16390,ODONTOLOGIA,Bacharelado,60,5164,Anual,5,658062,CÂMPUS  CAMPO MOURÃO,Av. Carlos Cavalcanti,4748,Campus Universitário em Uvaranas,Uvaranas,4119905,Ponta Grossa,PR
UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,116524,ARTES VISUAIS,Bacharelado,16,2450,Semestral,,1084878,CÂMPUS INHUMAS,Rua Coronel Dulcídio,638,,Batel,4106902,Curitiba,PR
UNESPAR,Universidade Estadual do Paraná,58198,CIÊNCIAS ECONÔMICAS,Bacharelado,50,3000,Anual,,1040913,Centro de Formação de Professores,Avenida Minas Gerais,5021,RODOVIA,VILA NOVA,4101408,Apucarana,PR
UFF,UNIVERSIDADE FEDERAL FLUMINENSE,5000477,MATEMÁTICA,Bacharelado,50,2540,Semestral,,1054845,Campus da UFC em Russas,RUA JOÃO JAZBIK,S/N,,AEROPORTO,3304706,Santo Antônio de Pádua,RJ
UNIMONTES,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,5000690,SISTEMAS BIOMÉDICOS,Tecnológico,50,3180,Anual,,657857,Brasília-Asa Norte,Campus Universitário Prof. Darcy Ribeiro - Avenida Rui Braga,s/n,Caixa Postal 126,Vila Mauricéia,3143302,Montes Claros,MG
UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,1457112,CIÊNCIAS SOCIAIS,Licenciatura,45,3490,Semestral,8,2830,FATEC ZONA SUL,Praça Duque de Caxias,s/n,Centro,Morro do Alecrim,2103000,Caxias,MA
UFGD,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,1103039,PSICOLOGIA,Licenciatura,30,5210,Semestral,10,25872,Pimenta,Rodovia Dourados - Itahum,km 12,,Cidade Universitária,5003702,Dourados,MS
USP,UNIVERSIDADE DE SÃO PAULO,2923,ESPORTE,Bacharelado,34,4545,Semestral,8,1075935,ESPERANTINA,Avenida Professor Mello de Morais,65,Escola de Educação Física e Esporte,Butantã,3550308,São Paulo,SP
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,5001237,EDUCAÇÃO DO CAMPO,Licenciatura,120,4369,Semestral,,263,Campus de Rolim de Moura,Rua Padre Antônio Franco,2417,,Matinha,1502103,Cametá,PA
IFTO,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus Salgueiro,,,,,,,
UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,116574,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,25,3335,Semestral,,1072,Centro Universitário Darcy Ribeiro,Av. Fernando Ferrari,,,,,,
